group,subject_number,block,task,central_task_accuracy,central_task_signal,central_task_decision,central_task_confidence,peripheral_task_accuracy,peripheral_task_signal,peripheral_task_decision,peripheral_task_confidence,central_frames,peripheral_frames,gabor_alpha_contrast,peripheral_task_reaction_time
control,3,-8,training_diverted_attention_contrast_threshold,0,-1,1,4,1,-1,-1,-4,15,23,0.240655665,21.33308791
control,3,-8,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,4,15,23,0.237089263,7.249242289
control,3,-8,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,4,15,23,0.233561673,2.732548116
control,3,-8,training_diverted_attention_contrast_threshold,1,-1,-1,-4,0,-1,1,4,15,23,0.230076818,2.832846065
control,3,-8,training_diverted_attention_contrast_threshold,1,1,1,4,0,-1,1,4,15,23,0.243344015,13.53287201
control,3,-8,training_diverted_attention_contrast_threshold,1,-1,-1,-3,1,-1,-1,-4,15,23,0.256267057,1.082792921
control,3,-8,training_diverted_attention_contrast_threshold,1,1,1,4,1,-1,-1,-4,15,23,0.253190486,1.69947807
control,3,-8,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,4,15,23,0.250152436,2.166141263
control,3,-8,training_diverted_attention_contrast_threshold,0,-1,1,4,0,1,-1,-4,15,23,0.247107797,20.69948864
control,3,-8,training_diverted_attention_contrast_threshold,0,-1,1,4,0,-1,1,4,15,23,0.258769771,1.632818049
control,3,-7,training_diverted_attention_contrast_threshold,0,-1,1,4,1,1,1,4,15,23,0.269782626,1.082887316
control,3,-7,training_diverted_attention_contrast_threshold,0,-1,1,4,0,-1,1,4,15,23,0.267027192,2.09952051
control,3,-7,training_diverted_attention_contrast_threshold,0,-1,1,4,0,-1,1,4,15,23,0.277587264,5.349436781
control,3,-7,training_diverted_attention_contrast_threshold,0,-1,1,4,1,-1,-1,-4,15,23,0.287711949,1.86624725
control,3,-7,training_diverted_attention_contrast_threshold,0,1,-1,-4,1,1,1,4,15,23,0.285183964,2.13303006
control,3,-7,training_diverted_attention_contrast_threshold,1,1,1,4,1,-1,-1,-4,15,23,0.282687287,1.015901442
control,3,-7,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,4,15,23,0.280188302,2.332830396
control,3,-7,training_diverted_attention_contrast_threshold,0,-1,1,4,1,1,1,4,15,23,0.277718386,30.69915373
control,3,-7,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,4,15,23,0.275278489,3.082703812
control,3,-7,training_diverted_attention_contrast_threshold,1,1,1,2,1,1,1,4,15,23,0.272869451,1.182558481
control,3,-7,training_diverted_attention_contrast_threshold,0,-1,1,3,1,-1,-1,-4,15,23,0.27049201,2.19969499
control,3,-7,training_diverted_attention_contrast_threshold,1,1,1,4,0,-1,1,4,15,23,0.268112093,1.715105011
control,3,-6,training_diverted_attention_contrast_threshold,0,-1,1,4,1,1,1,4,15,23,0.277162184,11.69943125
control,3,-6,training_diverted_attention_contrast_threshold,1,1,1,4,0,-1,1,4,15,23,0.274875338,1.532355852
control,3,-6,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,4,15,23,0.283770213,3.565937898
control,3,-6,training_diverted_attention_contrast_threshold,0,-1,1,2,0,-1,1,4,15,23,0.281569136,1.865509079
control,3,-6,training_diverted_attention_contrast_threshold,1,-1,-1,-2,1,1,1,4,15,23,0.289842797,5.18284582
control,3,-6,training_diverted_attention_contrast_threshold,0,-1,1,4,1,1,1,4,15,23,0.287691101,1.081906361
control,3,-6,training_diverted_attention_contrast_threshold,1,1,1,4,0,-1,1,4,15,23,0.285566035,1.282556631
control,3,-6,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,4,15,23,0.293792014,1.732568505
control,3,-6,training_diverted_attention_contrast_threshold,0,-1,1,2,1,1,1,4,15,23,0.291738052,2.616040996
control,3,-6,training_diverted_attention_contrast_threshold,1,1,1,2,1,-1,-1,-4,15,23,0.289683139,2.149015326
control,3,-6,training_diverted_attention_contrast_threshold,1,1,1,3,1,-1,-1,-4,15,23,0.287652963,0.88291065
control,3,-6,training_diverted_attention_contrast_threshold,0,-1,1,3,1,-1,-1,-4,15,23,0.285647817,0.866130955
control,3,-5,training_diverted_attention_contrast_threshold,0,-1,1,2,1,1,1,4,15,23,0.283667942,5.582909404
control,3,-5,training_diverted_attention_contrast_threshold,1,1,1,3,1,-1,-1,-4,15,23,0.281713527,1.899492116
control,3,-5,training_diverted_attention_contrast_threshold,0,-1,1,4,1,-1,-1,-4,15,23,0.279758067,0.86606148
control,3,-5,training_diverted_attention_contrast_threshold,0,-1,1,3,1,-1,-1,-4,15,23,0.277825875,0.9663515
control,3,-5,training_diverted_attention_contrast_threshold,1,1,1,4,0,-1,1,4,15,23,0.275917127,1.549416468
control,3,-5,training_diverted_attention_contrast_threshold,1,1,1,3,1,-1,-1,-4,15,23,0.283289716,0.716090875
control,3,-5,training_diverted_attention_contrast_threshold,1,1,1,3,0,1,-1,-4,15,23,0.281436462,3.332404862
control,3,-5,training_diverted_attention_contrast_threshold,0,-1,1,3,1,1,1,4,15,23,0.28840843,0.73280185
control,3,-5,training_diverted_attention_contrast_threshold,0,-1,1,2,1,1,1,4,15,23,0.286582487,1.11615748
control,3,-5,training_diverted_attention_contrast_threshold,1,1,1,2,1,-1,-1,-4,15,23,0.284779027,0.832335198
control,3,-5,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,4,15,23,0.282998103,0.833114525
control,3,-5,training_diverted_attention_contrast_threshold,0,-1,1,4,1,1,1,4,15,23,0.281239738,1.265818091
control,3,-4,training_diverted_attention_contrast_threshold,0,-1,1,3,0,-1,1,4,15,23,0.279479902,2.24931252
control,3,-4,training_diverted_attention_contrast_threshold,0,-1,1,3,1,1,1,4,15,23,0.286109811,0.833145109
control,3,-4,training_diverted_attention_contrast_threshold,0,-1,1,2,1,-1,-1,-4,15,23,0.284394227,1.182763129
control,3,-4,training_diverted_attention_contrast_threshold,0,-1,1,2,1,1,1,4,15,23,0.282699868,1.049698709
control,3,-4,training_diverted_attention_contrast_threshold,1,1,1,2,1,-1,-1,-4,15,23,0.281004701,11.63300759
control,3,-4,training_diverted_attention_contrast_threshold,1,1,1,2,1,1,1,4,15,23,0.279328861,2.165981546
control,3,-4,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,4,15,23,0.277672359,0.849420734
control,3,-4,training_diverted_attention_contrast_threshold,0,1,-1,-2,1,-1,-1,-4,15,23,0.276035187,1.716167901
control,3,-4,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,4,15,23,0.274417311,1.698771616
control,3,-4,training_diverted_attention_contrast_threshold,0,-1,1,2,1,1,1,4,15,23,0.272818682,1.13295681
control,3,-4,training_diverted_attention_contrast_threshold,0,-1,1,4,0,-1,1,4,15,23,0.27123923,1.116256784
control,3,-4,training_diverted_attention_contrast_threshold,1,1,1,2,1,-1,-1,-4,15,23,0.277193203,0.966685281
control,3,-3,training_diverted_attention_contrast_threshold,0,1,-1,-2,1,1,1,4,15,23,0.275630007,6.882930662
control,3,-3,training_diverted_attention_contrast_threshold,0,-1,1,2,1,1,1,4,15,23,0.274085015,1.049408727
control,3,-3,training_diverted_attention_contrast_threshold,1,1,1,2,1,-1,-1,-4,15,23,0.272558148,0.849449053
control,3,-3,training_diverted_attention_contrast_threshold,1,1,1,2,1,-1,-1,-4,15,23,0.271029508,1.166004201
control,3,-3,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,4,15,23,0.269517313,1.216350839
control,3,-3,training_diverted_attention_contrast_threshold,0,-1,1,4,1,1,1,4,15,23,0.268021513,2.699533574
control,3,-3,training_diverted_attention_contrast_threshold,0,-1,1,4,1,1,1,4,15,23,0.266542044,31.26657439
control,3,-3,training_diverted_attention_contrast_threshold,1,-1,-1,-3,0,-1,1,4,15,23,0.265078831,2.532872383
control,3,-3,training_diverted_attention_contrast_threshold,0,1,-1,-2,0,-1,1,4,15,23,0.270772244,2.265919283
control,3,-3,training_diverted_attention_contrast_threshold,0,-1,1,4,1,1,1,4,15,23,0.276248785,13.48284933
control,3,-3,training_diverted_attention_contrast_threshold,0,1,-1,-2,1,-1,-1,-4,15,23,0.27481283,1.299362001
control,3,-3,training_diverted_attention_contrast_threshold,1,-1,-1,-4,0,-1,1,4,15,23,0.273393173,4.03313499
control,3,-2,training_diverted_attention_contrast_threshold,1,-1,-1,-3,1,1,1,4,15,23,0.278983876,1.149971738
control,3,-2,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,4,15,23,0.277573966,7.682813914
control,3,-2,training_diverted_attention_contrast_threshold,1,-1,-1,-2,1,1,1,4,15,23,0.276179606,1.516195012
control,3,-2,training_diverted_attention_contrast_threshold,0,-1,1,2,1,1,1,4,15,23,0.274800697,2.682745572
control,3,-2,training_diverted_attention_contrast_threshold,1,-1,-1,-2,1,-1,-1,-4,15,23,0.273437133,1.666391033
control,3,-2,training_diverted_attention_contrast_threshold,0,1,-1,-2,1,1,1,4,15,23,0.272088799,1.132566391
control,3,-2,training_diverted_attention_contrast_threshold,1,1,1,3,1,-1,-1,-4,15,23,0.27073796,1.066339455
control,3,-2,training_diverted_attention_contrast_threshold,1,1,1,4,1,1,1,4,15,23,0.269400956,1.499553888
control,3,-2,training_diverted_attention_contrast_threshold,1,-1,-1,-2,1,-1,-1,-4,15,23,0.268077702,0.832861168
control,3,-2,training_diverted_attention_contrast_threshold,0,-1,1,3,1,-1,-1,-4,15,23,0.266768108,1.198988159
control,3,-2,training_diverted_attention_contrast_threshold,1,1,1,2,1,-1,-1,-4,15,23,0.265472076,0.966123441
control,3,-2,training_diverted_attention_contrast_threshold,1,1,1,2,1,-1,-1,-4,15,23,0.264189503,1.749049912
control,3,-1,training_diverted_attention_contrast_threshold,1,1,1,3,1,-1,-1,-4,15,23,0.262920281,2.250079386
control,3,-1,training_diverted_attention_contrast_threshold,0,-1,1,2,0,1,-1,-4,15,23,0.261664298,1.133277376
control,3,-1,training_diverted_attention_contrast_threshold,1,1,1,2,1,-1,-1,-4,15,23,0.266389581,1.14986526
control,3,-1,training_diverted_attention_contrast_threshold,1,1,1,3,1,1,1,4,15,23,0.265141439,16.93288575
control,3,-1,training_diverted_attention_contrast_threshold,0,-1,1,2,1,1,1,4,15,23,0.263906054,4.199228678
control,3,-1,training_diverted_attention_contrast_threshold,1,-1,-1,-2,1,-1,-1,-4,15,23,0.262683314,0.949606919
control,3,-1,training_diverted_attention_contrast_threshold,1,1,1,2,1,-1,-1,-4,15,23,0.261457448,1.64938139
control,3,-1,training_diverted_attention_contrast_threshold,0,1,-1,-3,0,-1,1,4,15,23,0.260243045,2.06628244
control,3,-1,training_diverted_attention_contrast_threshold,0,-1,1,3,1,1,1,4,15,23,0.264802187,16.11641499
control,3,-1,training_diverted_attention_contrast_threshold,0,-1,1,1,1,1,1,4,15,23,0.263609856,2.499877475
control,3,-1,training_diverted_attention_contrast_threshold,1,1,1,2,1,1,1,4,15,23,0.262429535,1.365798495
control,3,-1,training_diverted_attention_contrast_threshold,0,-1,1,2,1,-1,-1,-4,15,23,0.261245894,1.08331285
control,3,1,high_expectations_diverted_attentionert,1,1,1,2,1,-1,-1,-4,15,23,0.260073151,4.663793653
control,3,1,high_expectations_diverted_attentionert,1,1,1,2,1,-1,-1,-4,15,23,0.260073151,1.298730686
control,3,1,high_expectations_diverted_attentionert,0,-1,1,2,1,1,1,4,15,23,0.260073151,1.049336609
control,3,1,high_expectations_diverted_attentionert,1,1,1,2,1,-1,-1,-4,15,23,0.260073151,0.749362171
control,3,1,high_expectations_diverted_attentionert,1,-1,-1,-2,1,-1,-1,-4,15,23,0.260073151,0.799561176
control,3,1,high_expectations_diverted_attentionert,0,1,-1,-2,1,-1,-1,-4,15,23,0.260073151,0.833179847
control,3,1,high_expectations_diverted_attentionert,1,1,1,2,1,-1,-1,-4,15,23,0.260073151,4.749243233
control,3,1,high_expectations_diverted_attentionert,0,-1,1,2,1,-1,-1,-4,15,23,0.260073151,0.916182702
control,3,1,high_expectations_diverted_attentionert,0,-1,1,2,1,1,1,4,15,23,0.260073151,2.915716768
control,3,1,high_expectations_diverted_attentionert,0,1,-1,-2,1,1,1,4,15,23,0.260073151,1.199178837
control,3,1,high_expectations_diverted_attentionert,0,-1,1,2,1,-1,-1,-4,15,23,0.260073151,0.899782476
control,3,1,high_expectations_diverted_attentionert,0,-1,1,2,1,-1,-1,-4,15,23,0.260073151,0.79932481
control,3,2,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.23600017,1.699740866
control,3,2,high_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.23600017,2.649852989
control,3,2,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.23600017,1.899646546
control,3,2,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.23600017,0.649134075
control,3,2,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.23600017,0.549324338
control,3,2,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.23600017,0.749747682
control,3,2,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.23600017,0.782695769
control,3,2,high_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.23600017,0.915882148
control,3,2,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.23600017,0.549741187
control,3,2,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.23600017,0.465926533
control,3,2,high_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.23600017,0.649049497
control,3,2,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.23600017,0.515759661
control,3,3,low_expectations_diverted_attentionert,0,-1,1,2,1,1,1,4,15,23,0.260073151,1.399100753
control,3,3,low_expectations_diverted_attentionert,1,1,1,2,1,1,1,2,15,23,0.260073151,2.216501872
control,3,3,low_expectations_diverted_attentionert,0,1,-1,-2,1,1,1,4,15,23,0.260073151,1.666062537
control,3,3,low_expectations_diverted_attentionert,0,-1,1,4,1,1,1,4,15,23,0.260073151,1.899375821
control,3,3,low_expectations_diverted_attentionert,0,-1,1,4,0,-1,1,4,15,23,0.260073151,0.965961459
control,3,3,low_expectations_diverted_attentionert,0,-1,1,3,1,1,1,4,15,23,0.260073151,23.21630553
control,3,3,low_expectations_diverted_attentionert,0,1,-1,-2,1,1,1,4,15,23,0.260073151,2.33240826
control,3,3,low_expectations_diverted_attentionert,1,1,1,2,1,1,1,4,15,23,0.260073151,1.46614704
control,3,3,low_expectations_diverted_attentionert,1,1,1,4,0,-1,1,4,15,23,0.260073151,1.33215226
control,3,3,low_expectations_diverted_attentionert,0,-1,1,3,0,1,-1,-4,15,23,0.260073151,1.115861456
control,3,3,low_expectations_diverted_attentionert,1,-1,-1,-2,1,-1,-1,-4,15,23,0.260073151,1.832391836
control,3,3,low_expectations_diverted_attentionert,0,1,-1,-2,1,1,1,4,15,23,0.260073151,1.766070504
control,3,4,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.23600017,0.799328208
control,3,4,medium_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.234644532,1.249510749
control,3,4,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.233288079,0.548839524
control,3,4,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.231946689,0.482347904
control,3,4,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.23062013,0.482327515
control,3,4,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.229308171,0.482305237
control,3,4,medium_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.228010582,1.249269098
control,3,4,medium_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.226727135,0.682446906
control,3,4,medium_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.225457604,0.749090313
control,3,4,medium_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.224201767,0.615618861
control,3,4,medium_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.222942954,0.665628697
control,3,4,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.221696372,0.832352189
control,3,5,low_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.220461844,0.599260168
control,3,5,low_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.220461844,0.74912203
control,3,5,low_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.220461844,0.932697336
control,3,5,low_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.220461844,0.499140059
control,3,5,low_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.220461844,0.499630159
control,3,5,low_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.220461844,0.482355078
control,3,5,low_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.220461844,0.665697039
control,3,5,low_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.220461844,0.499239363
control,3,5,low_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.220461844,0.599351165
control,3,5,low_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.220461844,0.716061423
control,3,5,low_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.220461844,0.632508432
control,3,5,low_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.220461844,0.532747403
control,3,6,medium_expectations_diverted_attentionert,0,-1,1,3,1,1,1,2,15,23,0.260073151,5.86658745
control,3,6,medium_expectations_diverted_attentionert,1,1,1,2,1,1,1,3,15,23,0.258911222,5.765638174
control,3,6,medium_expectations_diverted_attentionert,1,-1,-1,-4,1,1,1,4,15,23,0.257760022,2.41624708
control,3,6,medium_expectations_diverted_attentionert,0,-1,1,2,1,1,1,4,15,23,0.256619462,0.883151169
control,3,6,medium_expectations_diverted_attentionert,0,-1,1,3,0,-1,1,4,15,23,0.255489452,1.582807458
control,3,6,medium_expectations_diverted_attentionert,1,1,1,4,1,1,1,4,15,23,0.259880794,1.132449341
control,3,6,medium_expectations_diverted_attentionert,1,1,1,4,0,-1,1,4,15,23,0.258756512,3.182502976
control,3,6,medium_expectations_diverted_attentionert,1,1,1,4,0,-1,1,4,15,23,0.263023666,5.116135958
control,3,6,medium_expectations_diverted_attentionert,0,-1,1,3,0,-1,1,4,15,23,0.267435753,1.266205112
control,3,6,medium_expectations_diverted_attentionert,0,1,-1,-3,1,-1,-1,-4,15,23,0.271734658,1.58272439
control,3,6,medium_expectations_diverted_attentionert,0,-1,1,3,1,1,1,4,15,23,0.270616453,1.316028045
control,3,6,medium_expectations_diverted_attentionert,1,1,1,2,0,-1,1,4,15,23,0.269508741,1.282159793
control,3,7,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.220461844,0.899359963
control,3,7,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.220461844,0.565880883
control,3,7,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.220461844,0.632479358
control,3,7,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.220461844,0.549324338
control,3,7,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.220461844,0.449854046
control,3,7,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.220461844,0.44984876
control,3,7,high_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.220461844,0.932501749
control,3,7,high_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.220461844,0.799278745
control,3,7,high_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.220461844,0.799728821
control,3,7,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.220461844,0.515908428
control,3,7,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.220461844,0.499242006
control,3,7,high_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.220461844,0.449293716
control,3,8,medium_expectations_full_attention,.,.,.,.,0,-1,1,4,15,23,0.220461844,2.666323823
control,3,8,medium_expectations_full_attention,.,.,.,.,0,-1,1,4,15,23,0.225161957,0.86594594
control,3,8,medium_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.230000378,0.582936213
control,3,8,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.228781846,0.565899384
control,3,8,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.227576143,1.765734457
control,3,8,medium_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.226383069,1.966041884
control,3,8,medium_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.225202426,0.66625246
control,3,8,medium_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.224034017,0.516198032
control,3,8,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.222862313,0.799598934
control,3,8,medium_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.221701582,0.715314568
control,3,8,medium_expectations_full_attention,.,.,.,.,1,-1,-1,-4,15,23,0.220551668,0.482421155
control,3,8,medium_expectations_full_attention,.,.,.,.,1,1,1,4,15,23,0.219412419,0.532142141
control,3,9,high_expectations_diverted_attentionert,0,1,-1,-2,1,-1,-1,-4,15,23,0.273688986,3.099504652
control,3,9,high_expectations_diverted_attentionert,1,1,1,2,1,-1,-1,-4,15,23,0.273688986,1.132323606
control,3,9,high_expectations_diverted_attentionert,0,-1,1,2,1,-1,-1,-4,15,23,0.273688986,0.716567004
control,3,9,high_expectations_diverted_attentionert,1,1,1,2,1,-1,-1,-4,15,23,0.273688986,0.866055439
control,3,9,high_expectations_diverted_attentionert,0,-1,1,2,1,-1,-1,-4,15,23,0.273688986,1.532797999
control,3,9,high_expectations_diverted_attentionert,0,-1,1,3,1,-1,-1,-4,15,23,0.273688986,0.715954946
control,3,9,high_expectations_diverted_attentionert,0,1,-1,-2,1,-1,-1,-4,15,23,0.273688986,1.099989466
control,3,9,high_expectations_diverted_attentionert,1,-1,-1,-2,1,1,1,4,15,23,0.273688986,1.53282443
control,3,9,high_expectations_diverted_attentionert,0,1,-1,-2,1,-1,-1,-4,15,23,0.273688986,1.882423193
control,3,9,high_expectations_diverted_attentionert,1,-1,-1,-2,1,-1,-1,-4,15,23,0.273688986,0.715775595
control,3,9,high_expectations_diverted_attentionert,1,1,1,2,1,1,1,4,15,23,0.273688986,1.065783278
control,3,9,high_expectations_diverted_attentionert,0,-1,1,3,1,1,1,4,15,23,0.273688986,0.666107847
